grupo_geografico,latitud,longitud,total_individuos,fecha,anio,mes,especie,reino,filo,clase,orden,familia,genero
134,0.5025205,-79.081606,2,2024-07-18,2024,7,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
135,0.496783,-79.245339,1,2024-07-03,2024,7,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
136,0.496517,-79.294131,1,2004-09-09,2004,9,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
137,0.482659,-79.282749,1,2021-06-23,2021,6,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
138,0.481786,-79.219402,1,2023-08-24,2023,8,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
139,0.4762083,-79.19942250000001,28,2007-08-01,2007,8,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
140,0.475658,-79.608417,1,2024-07-10,2024,7,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
141,0.46276553333333337,-79.15702333333333,22,2019-05-01,2019,5,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
142,0.46357,-79.076614,1,2022-10-17,2022,10,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
143,0.452701,-79.236116,1,2023-04-15,2023,4,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
144,0.450198,-79.071279,1,2024-07-04,2024,7,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
145,0.442289,-80.154115,1,2022-05-03,2022,5,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
146,0.4323,-79.385602,1,2023-03-10,2023,3,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
147,0.430158,-79.349909,1,2025-03-20,2025,3,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
148,0.428533,-79.219956,1,2020-02-18,2020,2,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
149,0.426018,-79.250006,1,2020-02-19,2020,2,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
150,0.425479,-79.321716,1,2024-03-12,2024,3,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
151,0.41135,-80.121813,1,2018-12-29,2018,12,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
152,0.410986,-79.393341,1,2022-12-29,2022,12,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
153,0.405017,-79.20647,1,2023-03-07,2023,3,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
154,0.397516,-79.625039,1,2007-12-17,2007,12,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
155,0.396135,-79.798552,1,2007-12-15,2007,12,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
156,0.393,-79.645,2,2001-05-01,2001,5,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
157,0.3836833,-79.61211,26,2004-09-01,2004,9,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
158,0.38333330000000004,-79.63333,4,2001-05-01,2001,5,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
159,0.376267,-79.608899,1,2023-01-08,2023,1,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
160,0.37282000000000004,-79.734045,4,2018-08-01,2018,8,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
161,0.355588,-79.71553,8,2018-08-01,2018,8,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
162,0.34888,-79.68642,14,2009-07-01,2009,7,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
163,0.34587218181818186,-79.71420363636364,28,2018-08-01,2018,8,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
164,0.343011,-79.776947,1,2024-06-14,2024,6,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
165,0.336935,-79.72396,4,2018-08-01,2018,8,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
166,0.33165,-79.46751,4,1986-07-01,1986,7,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
167,0.317515,-79.709991,1,2019-06-09,2019,6,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
168,0.30238666666666664,-79.23905333333333,45,2014-07-01,2014,7,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
169,0.3029899,-78.79352,2,2014-02-01,2014,2,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
170,0.294973,-79.689772,1,2022-06-30,2022,6,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
171,0.279287,-79.623578,1,2023-05-05,2023,5,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
172,0.259523,-79.782942,1,2009-11-28,2009,11,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
173,0.254637,-79.62034,1,2016-07-21,2016,7,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
174,0.251786,-79.720138,1,2024-01-09,2024,1,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
175,0.225601,-79.654479,1,2021-06-11,2021,6,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
176,0.221359,-79.739325,1,2024-06-14,2024,6,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
177,0.205051,-79.730711,1,2024-06-21,2024,6,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
178,0.204031,-79.699828,1,2019-07-11,2019,7,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
179,0.199052,-79.003696,1,2018-12-26,2018,12,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
180,0.197993,-79.220023,1,2022-02-12,2022,2,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
181,0.176987,-79.123321,1,2021-01-06,2021,1,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
182,0.167719,-79.28546,1,2009-07-02,2009,7,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
183,0.157739,-78.847969,1,2013-02-19,2013,2,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
184,0.156826,-79.063647,1,2022-12-22,2022,12,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
185,0.148797,-79.123686,1,2009-03-26,2009,3,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
186,0.14434,-79.14099,1,2023-07-19,2023,7,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
187,0.140335,-79.088697,1,2020-01-19,2020,1,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
188,0.131694,-79.0391,2,1996-01-01,1996,1,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
189,0.125765,-79.361062,1,2023-11-10,2023,11,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
190,0.12,-79.41,8,2013-07-15,2013,7,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
191,0.11705466666666665,-79.16329433333333,19,2021-05-06,2021,5,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
192,0.11611,-79.24278,1,2023-12-13,2023,12,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
193,0.113255,-79.060057,1,2020-12-10,2020,12,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
194,0.1114056,-79.1861664,14,2014-02-01,2014,2,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
195,0.1048333,-79.13548,4,2004-04-01,2004,4,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
196,0.101089,-79.399109,1,2020-01-19,2020,1,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
197,0.095852,-79.04882,2,2001-05-01,2001,5,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
198,0.090998,-79.38036,1,2023-05-28,2023,5,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
199,0.086574,-78.877578,1,2019-11-06,2019,11,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
200,0.068451,-79.076971,1,2020-01-19,2020,1,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
201,0.058741,-79.117616,1,2018-12-26,2018,12,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
202,0.05823,-79.261563,1,2020-02-12,2020,2,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
203,0.050859,-79.389205,1,2022-02-12,2022,2,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
204,0.040491,-79.144898,1,2007-01-12,2007,1,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
205,0.034337,-79.298614,1,2020-01-25,2020,1,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
206,0.031602,-79.349818,1,2021-11-28,2021,11,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
207,0.011219,-79.36599,1,2020-01-25,2020,1,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
208,0.008769,-79.101975,1,2023-04-07,2023,4,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
209,0.000834,-79.186957,1,2023-10-18,2023,10,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
210,-0.0116896,-79.381576334,5,1988-07-01,1988,7,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
211,-0.020105,-78.758838,1,2021-02-09,2021,2,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
212,-0.020124,-79.209781,1,2022-01-02,2022,1,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
213,-0.036787,-79.200606,1,2025-02-12,2025,2,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
214,-0.040737,-79.336042,1,2020-03-21,2020,3,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
215,-0.041676,-79.271169,1,2025-02-13,2025,2,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
216,-0.042029,-79.289371,1,2025-02-12,2025,2,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
217,-0.057,-79.35899,22,1988-05-01,1988,5,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
218,-0.060788,-79.304095,1,2022-03-15,2022,3,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
219,-0.077639,-78.725048,1,2024-11-16,2024,11,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
220,-0.078163,-79.364982,1,2025-02-12,2025,2,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
221,-0.08875,-79.171078,1,2024-12-18,2024,12,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
222,-0.089036,-79.300696,1,2025-02-12,2025,2,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
223,-0.089254,-79.2216,1,2024-06-11,2024,6,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
224,-0.104632,-78.678581,1,2021-06-09,2021,6,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
225,-0.109876,-79.232713,1,2024-06-07,2024,6,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
226,-0.11036,-79.16795,11,2019-05-01,2019,5,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
227,-0.111999,-79.327751,1,2025-02-11,2025,2,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
228,-0.143708,-79.327873,1,1990-04-15,1990,4,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
229,-0.154124,-79.229697,1,2025-02-13,2025,2,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
230,-0.156282,-79.251333,1,2007-05-16,2007,5,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
231,-0.161659,-79.385132,1,2025-02-13,2025,2,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
232,-0.168855,-79.217159,1,2019-08-03,2019,8,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
233,-0.175478,-79.357915,1,2025-02-12,2025,2,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
234,-0.201048,-79.635307,1,2022-11-04,2022,11,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
235,-0.20646388900000004,-79.17978056,7,1970-08-01,1970,8,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
236,-0.237999,-79.23099,2,1993-03-01,1993,3,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
237,-0.24101,-79.25952227272727,15,1950-10-02,1950,10,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
238,-0.247011,-79.025095,1,2020-11-10,2020,11,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
239,-0.24796,-79.03542,4,2001-05-01,2001,5,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
240,-0.25,-79.15,3,1950-07-27,1950,7,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
241,-0.25695,-79.16612,40,1989-11-01,1989,11,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
242,-0.263633333,-79.08118333,1,2019-01-01,2019,1,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
243,-0.2685868,-79.12104500000001,32,2014-09-01,2014,9,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
244,-0.273509,-79.0203,6,2001-05-01,2001,5,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
245,-0.278061,-79.16328,4,1999-05-01,1999,5,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
246,-0.279413,-79.18121,2,1999-03-01,1999,3,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
247,-0.29638,-78.46059,2,2015-08-01,2015,8,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
248,-0.30083499999999996,-79.211805,21,2013-07-15,2013,7,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
249,-0.311094,-79.056018,1,2016-10-14,2016,10,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
250,-0.318326,-79.767057,1,2022-08-04,2022,8,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
251,-0.321787,-79.103691,1,2021-10-23,2021,10,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
252,-0.3256,-79.215265,3,2023-06-28,2023,6,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
253,-0.358933,-79.087769,1,2011-03-25,2011,3,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
254,-0.365278,-79.028889,1,1950-09-03,1950,9,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
255,-0.367511,-79.693876,1,2022-11-04,2022,11,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
256,-0.3752785333333334,-79.6055892,22,2007-07-01,2007,7,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
257,-0.387643,-79.37033,2,2001-05-01,2001,5,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
258,-0.49899950000000004,-79.35299,4,1992-03-01,1992,3,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
259,-0.515201,-79.37432,1,2025-01-09,2025,1,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
260,-0.566666,-79.33333,2,1976-04-01,1976,4,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
261,-0.573571,-79.289703,1,2018-09-23,2018,9,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
262,-0.5870092,-79.364318,10,1976-05-01,1976,5,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
263,-0.7781,-79.19441,3,2019-03-01,2019,3,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
264,-0.785455,-79.17536,38,2009-07-01,2009,7,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
265,-0.78455,-79.36028,17,2013-07-14,2013,7,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
266,-0.792155,-79.107405,1,2023-08-03,2023,8,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
267,-0.8,-79.36,13,2013-07-14,2013,7,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
268,-0.872206,-79.15866,2,1994-11-01,1994,11,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
269,-1.033333333,-79.48333333,4,1956-12-01,1956,12,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
270,-1.08,-78.34,1,2013-10-08,2013,10,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
271,-1.12,-78.3,3,2013-10-08,2013,10,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
272,-1.991251,-78.016455,1,1980-01-01,1980,1,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
273,-2.723147222,-79.619125,7,1986-07-01,1986,7,sylvatica,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Oophaga
0,-0.948722,-79.19911,2,2010-12-02,2010,12,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
1,-1.01968,-79.005443,1,2015-04-15,2015,4,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
2,-1.093807,-79.048836,1,2015-04-11,2015,4,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
3,-1.13498,-79.17776,5,2017-08-22,2017,8,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
4,-1.1363,-79.07447,3,1995-04-29,1995,4,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
5,-1.136833,-79.08686,1,2009-04-27,2009,4,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
6,-1.1417111428571427,-79.10662285714285,42,2024-06-02,2024,6,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
7,-1.147224076923077,-79.15160769230769,24,2002-09-18,2002,9,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
8,-1.15,-79.2667,2,1979-10-14,1979,10,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
9,-1.158611,-79.15472,30,2005-06-04,2005,6,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
10,-1.1662666666666668,-79.13074333333333,24,2024-05-29,2024,5,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
11,-1.16678,-79.16427,2,2012-03-09,2012,3,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
12,-1.172913,-79.22142,15,1996-06-27,1996,6,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
13,-1.176653,-79.13756833333333,48,2018-08-06,2018,8,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
14,-1.18,-79.12,5,2013-06-14,2013,6,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
15,-1.191448,-79.17077,25,2017-08-20,2017,8,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
16,-1.197,-79.259,5,1993-05-01,1993,5,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
17,-1.2676945000000002,-79.18232,5,2017-08-19,2017,8,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
18,-1.37881,-79.15575,12,2012-03-08,2012,3,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
19,-1.39286,-79.14585,2,2002-03-10,2002,3,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
20,-1.395063889,-79.15809722,2,2008-09-01,2008,9,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
21,-1.3996567857142856,-79.18264785714287,38,2012-03-08,2012,3,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
22,-1.403753,-79.16182,5,1994-12-31,1994,12,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
23,-1.407055,-79.15213,15,2009-04-26,2009,4,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
24,-1.419729,-79.12503,23,2010-11-08,2010,11,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
25,-1.427684,-79.15382,8,2010-11-07,2010,11,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
26,-1.431379,-79.09797,1,2009-05-28,2009,5,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
27,-1.433,-79.266,5,2013-06-14,2013,6,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
28,-1.4740644999999999,-79.193805,4,2012-03-07,2012,3,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
29,-1.480836857142857,-79.18276142857142,11,2012-07-05,2012,7,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
30,-1.936205,-79.25882,4,2024-05-26,2024,5,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
31,-1.941233,-79.1706995,83,2018-07-22,2018,7,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
32,-1.9562326363636364,-79.23415,65,2018-07-19,2018,7,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
33,-1.9579707499999999,-79.215867,18,2024-05-27,2024,5,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
34,-1.960987777777778,-79.19879888888889,63,2024-05-27,2024,5,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
35,-2.88333,-78.98333,1,1982-04-01,1982,4,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
36,-3.25,-79.25,15,1971-06-14,1971,6,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
37,-3.26028,-79.2892,2,1959-02-28,1959,2,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
38,-3.26667,-79.3264,2,1959-03-05,1959,3,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
39,-3.26667,-79.46063,2,1976-11-12,1976,11,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
40,-3.285,-79.349167,2,1971-06-12,1971,6,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
41,-3.308056,-79.414444,33,1971-06-11,1971,6,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
42,-3.310278,-79.871111,8,1971-07-16,1971,7,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
43,-3.323889,-79.430833,1,1971-06-11,1971,6,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
44,-3.3333,-79.8167,1,1988-05-24,1988,5,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
45,-3.35,-79.5,7,1989-07-20,1989,7,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
46,-3.58182,-79.9144,1,1989-07-21,1989,7,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
47,-3.613,-79.5,1,1989-07-20,1989,7,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
48,-3.6537509999999997,-79.8097055,25,1979-10-20,1979,10,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
49,-3.65444,-79.7864,9,1979-10-20,1979,10,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
50,-3.658472,-79.774322,14,1971-07-16,1971,7,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
51,-3.65889,-79.7525,6,1979-10-08,1979,10,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
52,-3.6833,-79.6167,4,1915-11-01,1915,11,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
53,-4.2,-80.1333,82,1985-09-18,1985,9,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
54,-5.391667,-79.626389,3,1974-12-11,1974,12,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
55,-5.4,-79.6,3,1991-01-07,1991,1,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
56,-5.408333,-79.638889,3,1991-01-07,1991,1,tricolor,Animal,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
0,4.570868,-74.297333,3,2014-07-28,2014,7,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
1,4.203165,-69.935907,1,1956-02-28,1956,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
2,4.194677,-69.8083,1,2024-12-22,2024,12,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
3,1.333845,-74.843403,1,2022-09-01,2022,9,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
4,1.106083,-76.425861,3,2024-07-19,2024,7,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
