grupo_geografico,latitud,longitud,total_individuos,fecha,anio,mes,especie,reino,filo,clase,orden,familia,genero
5,1.0923426666666667,-76.42383333333333,4,2024-07-18,2024,7,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
6,1.070093,-76.468779,1,2016-08-05,2016,8,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
7,0.635806,-74.577222,3,2017-06-22,2017,6,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
8,0.492823,-76.460395,1,2023-08-08,2023,8,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
9,0.489078,-76.6782475,2,2023-09-28,2023,9,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
10,0.453508,-76.619736,1,2019-12-01,2019,12,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
11,-0.082878,-74.716116,1,2016-01-30,2016,1,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
12,-0.341855,-75.235638,1,2018-04-28,2018,4,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
13,-0.979006,-70.583507,1,2024-10-27,2024,10,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
14,-1.028139,-69.489556,3,2008-07-18,2008,7,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
15,-1.096528,-72.952528,2,2023-02-05,2023,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
16,-1.513972,-72.685722,1,2019-10-11,2019,10,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
17,-1.5259165000000001,-72.663875,3,2021-08-23,2021,8,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
18,-1.5360366666666667,-72.67529599999999,3,2019-10-07,2019,10,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
19,-1.543278,-72.672417,2,2019-10-15,2019,10,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
20,-2.035558,-71.879097,1,2018-07-24,2018,7,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
21,-2.073133,-71.895014,1,2021-05-10,2021,5,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
22,-2.539944,-70.251222,1,2013-09-30,2013,9,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
23,-2.615408,-69.844397,6,2019-11-13,2019,11,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
24,-2.729722,-69.722222,2,2013-10-05,2013,10,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
25,-2.881944,-69.755556,2,2013-10-09,2013,10,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
26,-3.068389,-69.978667,2,2019-11-24,2019,11,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
27,-3.144083,-70.148944,1,2019-11-16,2019,11,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
28,-3.2494635384615385,-72.90932815384616,14,2018-07-05,2018,7,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
29,-3.257823,-72.917378,1,2019-06-23,2019,6,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
31,-3.450731,-70.066207,1,2022-02-24,2022,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
32,-3.60317,-70.45081,2,1977-02-20,1977,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
33,-3.605003,-72.226117,1,2025-01-22,2025,1,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
34,-3.624247333333333,-72.23931466666666,3,2016-02-03,2016,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
35,-3.622151,-72.246622,1,2023-02-22,2023,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
36,-3.643372,-70.374481,1,2025-02-05,2025,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
37,-3.663967,-72.286072,1,2025-02-21,2025,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
38,-3.734239,-72.214792,1,2022-02-25,2022,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
39,-3.742267,-70.359192,1,2022-09-27,2022,9,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
40,-3.746708,-72.322358,1,2021-12-21,2021,12,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
41,-3.75134,-72.394335,1,2024-01-14,2024,1,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
42,-3.7537775,-70.301605,2,2022-03-02,2022,3,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
43,-3.7524889999999997,-70.408561,2,2023-07-17,2023,7,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
44,-3.755502,-70.309654,1,2019-07-22,2019,7,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
45,-3.757134,-70.437784,1,2015-12-11,2015,12,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
46,-3.7729368,-70.3466262,8,1978-01-23,1978,1,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
47,-3.7731675,-70.37635399999999,2,2023-07-29,2023,7,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
48,-3.772105,-72.261943,1,2022-02-24,2022,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
49,-3.7790455,-70.361474875,8,2014-07-10,2014,7,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
50,-3.781014,-70.352943,13,2024-08-19,2024,8,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
51,-3.783189,-70.338277,1,2022-05-01,2022,5,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
52,-3.785203,-72.387522,1,2023-02-22,2023,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
53,-3.7890087777777777,-70.35568011111111,9,2023-01-04,2023,1,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
54,-3.792173,-70.343028,1,2022-01-14,2022,1,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
55,-3.797002,-70.3142915,2,2016-11-26,2016,11,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
56,-3.8268083333333336,-70.2471,6,2024-11-10,2024,11,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
57,-3.863511,-70.2036135,2,2023-08-05,2023,8,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
58,-3.988333,-79.308333,2,1967-11-11,1967,11,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
59,-4.000135,-69.89144,1,2024-12-22,2024,12,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
60,-4.0010625,-70.124256,2,2022-02-15,2022,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
61,-4.00093,-70.129729,1,2022-07-20,2022,7,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
62,-4.00977,-69.906789,1,2024-12-20,2024,12,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
63,-4.013653,-70.10511,1,2021-12-03,2021,12,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
64,-4.014102,-69.968499,1,2024-12-22,2024,12,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
65,-4.041,-70.031667,1,2022-07-25,2022,7,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
66,-4.0466050000000005,-70.015828,3,2022-07-25,2022,7,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
67,-4.045,-70.004278,1,2022-07-27,2022,7,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
68,-4.101212,-69.93755,1,2011-04-06,2011,4,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
69,-4.120024,-69.9536265,2,2020-01-14,2020,1,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
70,-4.124962,-69.937306,2,2023-02-25,2023,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
71,-4.128667,-69.95624,1,2019-01-04,2019,1,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
72,-4.14279,-69.92277050000001,2,2023-02-25,2023,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
73,-4.160222,-69.930298,1,2022-07-15,2022,7,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
74,-4.173022,-69.957928,1,2019-12-19,2019,12,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
75,-4.360881,-73.159231,1,1992-11-10,1992,11,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
76,-4.812693,-73.779672,1,2022-12-31,2022,12,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
77,-4.879727,-73.647954,1,2018-04-03,2018,4,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
78,-4.92,-74.75,22,1989-11-29,1989,11,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
79,-5.162667,-78.287796,1,2025-03-15,2025,3,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
80,-5.25,-78.45,2,1974-12-16,1974,12,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
81,-5.85724,-76.16201,2,2019-02-12,2019,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
82,-5.899394,-76.129962,1,2024-04-28,2024,4,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
83,-5.990883,-75.856055,1,2024-11-21,2024,11,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
84,-6.006186,-76.88515,1,2017-08-03,2017,8,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
85,-6.156667,-76.244444,1,2008-08-19,2008,8,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
86,-6.207222,-76.716389,1,2008-07-29,2008,7,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
87,-6.237341,-76.221407,1,2012-06-08,2012,6,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
88,-6.254444,-76.157778,1,2008-08-20,2008,8,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
89,-6.357701,-76.293707,1,2015-10-23,2015,10,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
90,-6.374916,-76.285916,1,2014-07-14,2014,7,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
91,-6.384298,-76.398504,1,2022-02-11,2022,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
92,-6.393002375,-76.2798315,8,2012-06-08,2012,6,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
93,-6.403281,-76.3181285,2,2019-07-06,2019,7,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
94,-6.41076,-76.304942,2,2025-01-22,2025,1,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
95,-6.415644666666667,-76.31688166666667,19,2024-10-09,2024,10,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
96,-6.420574,-76.295306,1,2021-03-10,2021,3,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
97,-6.4273560000000005,-76.255764,3,2021-10-10,2021,10,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
98,-6.436895,-76.269638,1,2024-04-13,2024,4,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
99,-6.456999,-76.34841122222223,9,2024-04-01,2024,4,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
100,-6.458333,-76.391667,9,1989-02-07,1989,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
101,-6.4633092,-76.3518644,5,2023-12-04,2023,12,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
102,-6.461809,-76.330749,1,2017-03-16,2017,3,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
103,-6.474691,-76.35421333333333,3,2023-05-05,2023,5,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
104,-6.474514,-76.325368,1,2020-03-12,2020,3,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
105,-6.482009,-75.8919,1,2024-11-08,2024,11,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
106,-6.4823640000000005,-76.372689,2,2017-04-25,2017,4,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
107,-6.484531,-76.48008,1,2024-11-23,2024,11,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
108,-6.488693,-76.364706,1,2021-11-11,2021,11,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
109,-6.490556,-76.346667,1,2022-07-31,2022,7,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
110,-6.498682,-76.323251,1,2015-02-03,2015,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
111,-6.512352,-76.345852,1,2022-01-21,2022,1,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
112,-6.545716333333334,-76.11702666666666,3,2019-12-13,2019,12,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
113,-6.546003,-76.126656,1,2014-10-21,2014,10,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
114,-6.560592,-76.121421,1,2019-12-14,2019,12,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
115,-6.561496,-76.017692,1,2025-01-06,2025,1,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
116,-6.5742,-76.1367,8,1967-02-17,1967,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
117,-6.591667,-76.223611,1,1989-02-10,1989,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
118,-6.593411,-76.363041,1,2023-08-30,2023,8,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
119,-6.606985666666667,-76.21500488888888,10,1989-02-10,1989,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
120,-6.606436,-76.206696,1,2015-07-15,2015,7,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
121,-6.615278,-76.170833,1,1989-02-10,1989,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
122,-6.616667,-76.184028,8,1989-02-10,1989,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
123,-6.6488868,-76.1349444,5,2025-03-07,2025,3,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
124,-6.771903,-76.231602,1,2022-10-17,2022,10,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
125,-7.060496,-76.62542,1,2023-05-05,2023,5,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
126,-7.244488,-76.825965,3,2008-11-09,2008,11,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
127,-8.1842,-76.5125,4,1967-02-04,1967,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
128,-8.276378,-76.531278,1,2010-03-23,2010,3,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
129,-8.449973,-75.248575,1,2017-08-16,2017,8,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
130,-8.480458,-76.480097,1,2024-09-21,2024,9,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
131,-8.548132,-76.275612,1,2024-05-31,2024,5,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
132,-8.814866,-74.729925,1,2016-08-30,2016,8,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
133,-8.836281,-75.06104,1,2020-01-16,2020,1,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
134,-8.9322,-74.7053,5,1968-01-02,1968,1,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
135,-8.93799,-74.828668,2,2019-08-28,2019,8,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
136,-9.189967,-75.015152,1,2012-06-12,2012,6,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
137,-9.3,-76.0,2,1950-02-14,1950,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
138,-9.376195,-74.844253,1,2023-05-18,2023,5,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
139,-9.38333,-75.975,1,1968-01-23,1968,1,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
140,-9.42774,-74.804722,1,2024-08-06,2024,8,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
141,-9.437443,-74.544925,1,2010-06-23,2010,6,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
142,-9.6,-74.933333,63,1973-06-12,1973,6,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
143,-9.615804733333333,-74.93429139999999,46,2020-03-24,2020,3,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
144,-9.621717,-74.930566,1,2020-03-20,2020,3,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
145,-9.92805,-74.923617,1,1999-05-25,1999,5,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
146,-9.98,-70.7,4,2013-01-27,2013,1,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
147,-10.23779,-74.917667,1,2011-05-12,2011,5,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
148,-10.24092,-75.26363,5,1961-08-14,1961,8,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
149,-10.25,-75.233333,12,1961-08-09,1961,8,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
150,-10.3697,-74.8497,4,1970-07-10,1970,7,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
151,-10.39,-71.16,3,2013-01-15,2013,1,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
152,-10.43,-71.26,2,2013-01-18,2013,1,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
153,-10.703904,-74.794181,1,2016-02-14,2016,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
154,-11.8,-72.87,2,1997-10-26,1997,10,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
155,-11.87,-71.3,20,1989-01-22,1989,1,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
156,-11.887344833333332,-71.40754891666667,12,2025-01-26,2025,1,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
157,-11.889887,-71.40777,1,2025-02-12,2025,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
158,-11.9167,-71.3333,1,1984-02-03,1984,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
159,-11.92156,-71.259724,1,2019-05-20,2019,5,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
160,-11.983590666666666,-71.23467799999999,4,2024-11-18,2024,11,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
161,-11.998956,-71.23194233333334,3,2019-12-09,2019,12,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
162,-12.000897,-69.410345,1,2017-01-04,2017,1,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
163,-12.04065,-71.723038,1,2015-03-25,2015,3,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
164,-12.051815,-71.216549,1,2011-04-26,2011,4,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
165,-12.121403,-71.089097,1,1991-04-09,1991,4,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
166,-12.125478,-69.476456,1,2019-02-06,2019,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
167,-12.212249,-71.407302,1,2016-07-15,2016,7,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
168,-12.213573,-69.367088,1,2020-03-02,2020,3,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
169,-12.226039375000001,-69.111914875,9,2023-10-17,2023,10,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
170,-12.275272,-70.813482,1,2018-01-23,2018,1,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
171,-12.32755,-70.893745,2,2022-06-05,2022,6,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
172,-12.336698,-70.723106,2,2017-12-07,2017,12,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
173,-12.346798,-69.239884,1,2017-02-23,2017,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
174,-12.400061,-70.095643,1,2023-06-01,2023,6,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
175,-12.425389,-70.0547,1,2023-09-29,2023,9,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
176,-12.425531,-69.269024,1,2016-10-09,2016,10,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
177,-12.439679,-70.601234,1,2022-01-05,2022,1,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
178,-12.468223,-70.685526,1,2018-11-18,2018,11,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
179,-12.5202248,-71.1818888,5,2024-11-14,2024,11,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
180,-12.519803,-68.929077,2,2011-03-09,2011,3,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
181,-12.543553,-71.231549,1,2024-11-08,2024,11,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
182,-12.565578200000001,-70.097903,5,2018-12-31,2018,12,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
183,-12.569412666666667,-70.09816866666667,3,2023-09-29,2023,9,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
184,-12.785602,-69.3250855,2,2013-02-06,2013,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
185,-12.7992975,-69.304075,2,2014-01-29,2014,1,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
186,-12.801116,-69.441158,1,2011-08-28,2011,8,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
187,-12.809125,-69.302039,1,2014-11-10,2014,11,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
188,-12.8245465,-69.404965,2,2024-01-02,2024,1,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
189,-12.83,-69.28,33,1986-05-22,1986,5,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
190,-12.837173,-69.2926705,5,2011-03-08,2011,3,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
191,-12.847035,-69.252481,1,1986-07-17,1986,7,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
192,-12.856504999999999,-69.4912208,5,2024-07-03,2024,7,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
193,-12.854881,-69.36752983333334,6,2024-11-17,2024,11,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
194,-12.855142,-69.437252,1,2024-10-21,2024,10,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
195,-12.860261,-69.49218475,4,2024-07-06,2024,7,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
196,-12.85963,-69.462273,1,2024-10-09,2024,10,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
197,-12.861667,-69.387222,1,2012-10-22,2012,10,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
198,-12.863232,-69.356795,1,2019-11-09,2019,11,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
199,-12.87,-71.37,1,1987-08-13,1987,8,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
200,-12.8732895,-69.49856750000001,2,2023-02-24,2023,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
201,-12.8778815,-69.27687800000001,3,2019-06-26,2019,6,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
202,-12.912828,-69.518656,1,2025-02-17,2025,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
203,-12.935421,-69.548256,1,2025-02-20,2025,2,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
204,-12.96727,-69.504073,1,2023-03-25,2023,3,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
205,-12.985772,-69.511163,1,2023-09-07,2023,9,trivittata,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Ameerega
